FantaCode,Role,Name,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,Gdv,Gdp,Day
2391,C,Ekdal,6,0,0,0,0,0,0,0,0,0,0,0,34
2855,C,Vieira,6,0,0,0,0,0,0,1,0,0,0,0,34
4404,C,Thorsby,6.5,0,0,0,0,0,0,0,0,0,0,0,34
5788,C,Sabiri,5.5,0,0,0,0,0,0,0,0,0,0,0,34
568,A,Quagliarella,6,0,0,0,0,0,0,0,0,0,0,0,34
2819,A,Caputo,6.5,1,0,0,1,0,0,0,0,0,0,0,34
681,ALL,Giampaolo,6,0,0,0,0,0,0,0,0,0,0,0,34
509,P,Consigli,5.5,0,2,0,0,0,0,0,0,0,0,0,34
640,D,Chiriches,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4521,D,Muldur,6,0,0,0,0,0,0,0,0,0,0,0,34
4530,D,Kyriakopoulos,5.5,0,0,0,0,0,0,0,1,0,0,0,34
4979,D,Ayhan,6.5,0,0,0,0,0,0,0,0,0,0,0,34
1995,C,Djuricic,6,0,0,0,0,0,0,0,0,0,0,0,34
2848,C,Frattesi,6.5,0,0,0,0,0,0,0,0,0,0,0,34
2857,C,Traore' Hj.,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4681,C,Lopez M.,6,0,0,0,0,0,0,1,0,0,0,0,34
5511,C,Matheus Henrique,6,0,0,0,0,0,0,0,0,0,0,0,34
531,A,Berardi,7,0,0,0,0,0,0,0,0,1,0,0,34
643,A,Defrel,6,0,0,0,0,0,0,0,0,0,0,0,34
2137,A,Scamacca,5.5,0,0,0,0,0,0,1,0,0,0,0,34
4371,A,Raspadori,7,1,0,0,0,0,0,0,0,0,0,0,34
5474,ALL,Dionisi,5.5,0,0,0,0,0,0,0,0,0,0,0,34
2814,P,Provedel,6,0,2,0,0,0,0,0,0,0,0,0,34
2312,D,Hristov,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4329,D,Nikolaou,5.5,0,0,0,0,0,0,1,0,0,0,0,34
4982,D,Erlic,5,0,0,0,0,0,0,1,0,0,0,0,34
4983,D,Ferrer,6.5,0,0,0,0,0,0,0,0,0,0,0,34
5475,D,Amian,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5693,D,Kiwior,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4515,C,Agudelo,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5397,C,Kovalenko,5.5,0,0,0,0,0,0,0,0,0,0,0,34
649,A,Manaj,6,0,0,0,0,1,0,0,0,0,0,0,34
4992,A,Gyasi,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5673,A,Antiste,6,0,0,0,0,0,0,0,0,0,0,0,34
5690,A,Strelec,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4861,ALL,Thiago Motta,5,0,0,0,0,0,0,0,0,0,0,0,34
2170,P,Milinkovic-Savic V.,6,0,1,0,0,0,0,0,0,0,0,0,34
706,D,Ansaldi,6,0,0,0,0,0,0,0,0,0,0,0,34
2169,D,Rodriguez R.,6,0,0,0,0,0,0,0,0,0,0,0,34
2724,D,Buongiorno,6,0,0,0,0,0,0,0,0,0,0,0,34
2788,D,Bremer,6.5,0,0,0,0,0,0,1,0,0,0,0,34
2869,D,Djidji,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4899,D,Singo,6.5,0,0,0,0,0,0,0,0,0,0,0,34
4994,D,Vojvoda,6,0,0,0,0,0,0,0,0,0,0,0,34
5691,D,Zima,6,0,0,0,0,0,0,0,0,0,0,0,34
2009,C,Lukic,7.5,1,0,0,0,1,0,0,0,0,0,0,34
2065,C,Praet,6,0,0,0,0,0,0,0,0,0,0,0,34
5453,C,Ricci S.,6,0,0,0,0,0,0,0,0,0,0,0,34
479,A,Sanabria,6.5,0,0,0,0,0,0,0,0,0,0,0,34
1998,A,Pjaca,6,0,0,0,0,0,0,0,0,0,0,0,34
4184,A,Brekalo,6,0,0,0,0,0,0,0,0,0,0,0,34
5806,A,Seck,6.5,0,0,0,0,0,0,0,0,0,0,0,34
1924,ALL,Juric,7,0,0,0,0,0,0,0,0,0,0,0,34
2211,P,Silvestri,6,0,2,0,0,0,0,0,0,0,0,0,34
4412,D,Rodrigo Becao,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4904,D,Mari',6,0,0,0,0,0,0,0,0,0,0,0,34
4998,D,Molina N.,5,0,0,0,0,0,0,0,0,0,0,0,34
5355,D,Udogie,7,1,0,0,0,0,0,0,0,0,0,0,34
5677,D,Perez N.,5.5,0,0,0,0,0,0,1,0,0,0,0,34
2392,C,Walace,6,0,0,0,0,0,0,0,0,0,0,0,34
5119,C,Samardzic,6,0,0,0,0,0,0,0,0,0,0,0,34
5287,C,Arslan,6.5,0,0,0,0,0,0,0,0,0,0,0,34
5329,C,Makengo,5.5,0,0,0,0,0,0,0,0,0,0,0,34
2119,A,Deulofeu,6.5,0,0,0,0,0,0,0,0,1,0,0,34
2826,A,Pussetto,6,0,0,0,0,0,0,1,0,0,0,0,34
5676,A,Success,7.5,1,0,0,0,0,0,0,0,1,0,0,34
5738,ALL,Cioffi G.,6,0,0,0,0,0,0,0,0,0,0,0,34
5478,P,Maenpaa,6,0,3,0,0,0,0,0,0,0,0,0,34
4373,D,Mateju,5,0,0,0,0,0,0,0,0,0,0,0,34
4719,D,Ampadu,6,0,0,0,0,0,0,0,0,0,0,0,34
5479,D,Ceccaroni,6,0,0,0,0,0,0,0,0,0,0,0,34
5484,D,Svoboda,4,0,0,0,0,0,0,0,0,0,0,0,34
5773,D,Ullmann,5,0,0,0,0,0,0,0,0,0,0,0,34
1980,C,Aramu,5,0,0,0,0,0,0,0,0,0,0,0,34
4701,C,Cuisance,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5486,C,Crnigoj,6.5,1,0,0,0,0,0,0,0,0,0,0,34
5490,C,Peretz,6,0,0,0,0,0,0,0,0,0,0,0,34
5507,C,Busio,6,0,0,0,0,0,0,0,0,0,0,0,34
5496,A,Johnsen,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5515,A,Okereke,5.5,0,0,0,0,0,0,0,0,0,0,0,34
5529,A,Henry,6,0,0,0,0,0,0,0,0,0,0,0,34
5797,A,Nsame,6.5,0,0,0,0,0,0,0,0,1,0,0,34
5817,A,Bah,6,0,0,0,0,0,0,0,0,0,0,0,34
5497,ALL,Zanetti,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4957,P,Montipo',6.5,0,1,1,0,0,0,0,0,0,0,0,34
581,D,Faraoni,5.5,0,0,0,0,0,0,0,0,0,0,0,34
1891,D,Ceccherini,6,0,0,0,0,0,0,0,0,0,0,0,34
2141,D,Depaoli,6,0,0,0,0,0,0,0,0,0,0,0,34
2758,D,Gunter,5,0,0,0,0,0,0,1,0,0,0,0,34
4888,D,Sutalo,6,0,0,0,0,0,0,0,0,0,0,0,34
5498,D,Casale,6,0,0,0,0,0,0,0,0,0,0,0,34
236,C,Lazovic,6,0,0,0,0,0,0,0,0,0,0,0,34
264,C,Bessa,6,0,0,0,0,0,0,0,0,0,0,0,34
2011,C,Miguel Veloso,6,0,0,0,0,0,0,0,0,0,0,0,34
2172,C,Barak,5.5,0,0,0,0,0,0,0,0,0,0,0,34
4890,C,Tameze,6,0,0,0,0,0,0,0,0,0,0,0,34
5007,C,Ilic,5.5,0,0,0,0,0,0,0,0,0,0,0,34
90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,0,0,34
1958,A,Caprari,7,1,0,0,0,0,0,0,0,0,0,0,34
2061,A,Simeone,5.5,0,0,0,0,0,0,0,0,0,0,0,34
2729,ALL,Tudor,6,0,0,0,0,0,0,1,0,0,0,0,34
2792,P,Musso,6.5,0,1,0,0,0,0,0,0,0,0,0,35
554,D,Zappacosta,5.5,0,0,0,0,0,0,0,0,0,0,0,35
787,D,Djimsiti,6,0,0,0,0,0,0,0,0,0,0,0,35
2130,D,Hateboer,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2181,D,Palomino,6,0,0,0,0,0,0,1,0,0,0,0,35
4332,D,Demiral,5,0,0,0,0,0,0,1,0,0,0,0,35
5375,D,Maehle,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5526,D,Scalvini,5.5,0,0,0,0,0,0,0,0,0,0,0,35
22,C,De Roon,5.5,0,0,0,0,0,0,0,0,0,0,0,35
788,C,Freuler,6,0,0,0,0,0,0,1,0,0,0,0,35
2077,C,Pasalic,7,1,0,0,0,0,0,0,0,0,0,0,35
4427,C,Malinovskyi,6.5,0,0,0,0,0,0,0,0,1,0,0,35
5001,C,Miranchuk,5.5,0,0,0,0,0,0,0,0,0,0,0,35
507,A,Muriel,5.5,0,0,0,0,0,0,0,0,0,0,0,35
608,A,Zapata D.,5,0,0,0,0,0,0,0,0,0,0,0,35
2832,A,Boga,5,0,0,0,0,0,0,0,0,0,0,0,35
684,ALL,Gasperini,5.5,0,0,0,0,0,0,0,0,0,0,0,35
133,P,Skorupski,7,0,0,0,0,0,0,0,0,0,0,0,35
487,D,De Silvestri,6,0,0,0,0,0,0,0,0,0,0,0,35
2192,D,Bonifazi,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4891,D,Soumaoro,6.5,0,0,0,0,0,0,0,0,0,0,0,35
5300,D,Hickey,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5675,D,Theate,6,0,0,0,0,0,0,0,0,0,0,0,35
5793,D,Kasius,5.5,0,0,0,0,0,0,0,0,0,0,0,35
272,C,Medel,6,0,0,0,0,0,0,1,0,0,0,0,35
2167,C,Orsolini,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2625,C,Soriano,6,0,0,0,0,0,0,0,0,0,0,0,35
2744,C,Svanberg,6,0,0,0,0,0,0,0,0,0,0,0,35
4393,C,Schouten,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4869,C,Dominguez,6,0,0,0,0,0,0,0,0,0,0,0,35
5784,C,Aebischer,6,0,0,0,0,0,0,0,0,0,0,0,35
2719,A,Barrow,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4268,A,Arnautovic,6,0,0,0,0,0,0,0,0,0,0,0,35
687,ALL,Mihajlovic,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2178,P,Cragno,6,0,2,0,0,0,0,0,0,0,0,0,35
418,D,Goldaniga,5,0,0,0,0,0,0,0,0,0,0,0,35
2289,D,Dalbert,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4887,D,Bellanova,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4925,D,Carboni,6,0,0,0,0,0,0,1,0,0,0,0,35
4934,D,Lovato,5,0,0,0,0,0,0,0,0,0,0,0,35
5447,D,Altare,6,0,0,0,0,0,0,0,0,0,0,0,35
27,C,Grassi,6,0,0,0,0,0,0,0,0,0,0,0,35
1871,C,Deiola,6,0,0,0,0,0,0,0,0,0,0,0,35
2076,C,Rog,6,0,0,0,0,0,0,0,0,0,0,0,35
4514,C,Nandez,6,0,0,0,0,0,0,0,0,0,0,0,35
4886,C,Pereiro,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4965,C,Marin,6,0,0,0,0,0,0,0,0,0,0,0,35
247,A,Pavoletti,5.5,0,0,0,0,0,0,1,0,0,0,0,35
345,A,Keita B.,5.5,0,0,0,0,0,0,0,0,0,0,0,35
1874,A,Joao Pedro,7,1,0,0,0,0,0,0,0,0,0,0,35
2647,ALL,Mazzarri,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4964,P,Vicario,6,0,3,0,0,0,0,0,0,0,0,0,35
393,D,Luperto,6,0,0,0,0,0,0,0,0,0,0,0,35
5449,D,Parisi,6,0,0,0,0,0,0,0,0,0,0,0,35
5450,D,Stojanovic,4,0,0,0,0,0,0,0,1,0,0,0,35
5718,D,Viti,6,0,0,0,0,0,0,0,0,0,0,0,35
557,C,Benassi,6,0,0,0,0,0,0,0,0,0,0,0,35
600,C,Verre,5,0,0,0,0,0,0,0,1,1,0,0,35
2778,C,Stulac,6,0,0,0,0,0,0,0,0,0,0,0,35
4376,C,Zurkowski,7,1,0,0,0,0,0,0,0,0,0,0,35
4498,C,Henderson L.,6.5,0,0,0,0,0,0,1,0,0,0,0,35
5719,C,Asllani,6.5,0,0,0,0,0,0,0,0,0,0,0,35
1857,A,Di Francesco F.,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2038,A,Pinamonti,5.5,0,0,0,0,0,0,1,0,0,0,0,35
4477,A,La Mantia,6,0,0,0,0,0,0,0,0,0,0,0,35
2821,ALL,Andreazzoli,6,0,0,0,0,0,0,0,0,0,0,0,35
2815,P,Terracciano,4.5,0,1,0,0,0,0,0,0,0,0,0,35
252,D,Biraghi,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2164,D,Milenkovic,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2174,D,Venuti,6,0,0,0,0,0,0,1,0,0,0,0,35
4407,D,Igor,7,0,0,0,0,0,0,0,0,0,0,0,35
5323,D,Martinez Quarta,5,0,0,0,0,0,0,1,0,0,0,0,35
150,C,Saponara,6,0,0,0,0,0,0,0,0,0,0,0,35
367,C,Bonaventura,6.5,0,0,0,0,0,0,0,0,0,0,0,35
526,C,Duncan,6,0,0,0,0,0,0,0,0,0,0,0,35
1972,C,Torreira,6,0,0,0,0,0,0,0,0,0,0,0,35
2839,C,Sottil,6,0,0,0,0,0,0,0,0,0,0,0,35
4522,C,Amrabat,7,0,0,0,0,0,0,0,0,0,0,0,35
4658,C,Ikone',5.5,0,0,0,0,0,0,0,0,0,0,0,35
5457,C,Maleh,5.5,0,0,0,0,0,0,1,0,0,0,0,35
4179,A,Gonzalez N.,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5786,A,Cabral,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4993,ALL,Italiano,6,0,0,0,0,0,0,0,0,0,0,0,35
2179,P,Sirigu,6,0,1,0,0,0,0,0,0,0,0,0,35
2285,D,Bani,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2759,D,Criscito,4.5,0,0,0,1,0,0,0,0,0,0,0,35
5514,D,Vasquez,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5750,D,Ostigard,6,0,0,0,0,0,0,0,0,0,0,0,35
170,C,Badelj,5,0,0,0,0,0,0,0,0,0,0,0,35
305,C,Sturaro,6,0,0,0,0,0,0,0,0,0,0,0,35
2121,C,Melegoni,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4370,C,Portanova,5.5,0,0,0,0,0,0,0,0,0,0,0,35
4693,C,Amiri,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5705,C,Galdames,5,0,0,0,0,0,0,0,0,0,0,0,35
5791,C,Frendrup,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5800,C,Gudmundsson A.,5.5,0,0,0,0,0,0,1,0,0,0,0,35
472,A,Destro,6,0,0,0,0,0,0,0,0,0,0,0,35
5506,A,Ekuban,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5755,A,Yeboah,6,0,0,0,0,0,0,0,0,0,0,0,35
5775,ALL,Blessin,5,0,0,0,0,0,0,0,0,0,0,0,35
250,P,Handanovic,6.5,0,1,0,0,0,0,0,0,0,0,0,35
253,D,D'ambrosio,6,0,0,0,0,0,0,0,0,0,0,0,35
254,D,Dimarco,6.5,0,0,0,0,0,0,0,0,1,0,0,35
322,D,De Vrij,6.5,0,0,0,0,0,0,0,0,0,0,0,35
798,D,Skriniar,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2525,D,Darmian,6,0,0,0,0,0,0,0,0,0,0,0,35
181,C,Vecino,6,0,0,0,0,0,0,1,0,0,0,0,35
265,C,Brozovic,6,0,0,0,0,0,0,0,0,0,0,0,35
704,C,Perisic,7.5,1,0,0,0,0,0,0,0,0,0,0,35
801,C,Gagliardini,6,0,0,0,0,0,0,0,0,0,0,0,35
1870,C,Barella,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2414,C,Vidal,6,0,0,0,0,0,0,0,0,0,0,0,35
495,A,Correa,5.5,0,0,0,0,0,0,0,0,0,0,0,35
647,A,Dzeko,6,0,0,0,0,0,0,0,0,0,0,0,35
2475,A,Sanchez,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2764,A,Martinez L.,6.5,1,0,0,1,0,0,0,0,0,0,0,35
826,ALL,Inzaghi S.,6.5,0,0,0,0,0,0,0,0,0,0,0,35
453,P,Szczesny,6,0,1,0,0,0,0,0,0,0,0,0,35
286,D,Bonucci,8,2,0,0,0,0,0,0,0,0,0,0,35
288,D,Chiellini,6,0,0,0,0,0,0,0,0,0,0,0,35
662,D,Alex Sandro,5.5,0,0,0,0,0,0,1,0,0,0,0,35
2728,D,Pellegrini Lu.,6,0,0,0,0,0,0,1,0,0,0,0,35
4237,D,Danilo,7,0,0,0,0,0,0,0,0,1,0,0,35
4428,D,De Ligt,7,0,0,0,0,0,0,0,0,1,0,0,35
184,C,Bernardeschi,6,0,0,0,0,0,0,0,0,0,0,0,35
2379,C,Rabiot,6,0,0,0,0,0,0,0,0,0,0,0,35
2432,C,Zakaria,5,0,0,0,0,0,0,1,0,0,0,0,35
4285,C,Arthur,6,0,0,0,0,0,0,0,0,0,0,0,35
5813,C,Miretti,6.5,0,0,0,0,0,0,0,0,0,0,0,35
309,A,Dybala,6,0,0,0,0,0,0,0,0,0,0,0,35
313,A,Morata,6,0,0,0,0,0,0,0,0,0,0,0,35
2097,A,Kean,6,0,0,0,0,0,0,0,0,0,0,0,35
2841,A,Vlahovic,5.5,0,0,0,0,0,0,0,0,0,0,0,35
686,ALL,Allegri,6.5,0,0,0,0,0,0,0,0,0,0,0,35
1934,P,Strakosha,5,0,3,0,0,0,0,0,0,0,0,0,35
327,D,Patric,5,0,0,0,0,0,0,0,0,0,0,0,35
513,D,Acerbi,6.5,1,0,0,0,0,0,0,0,0,0,0,35
2188,D,Marusic,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2263,D,Lazzari,6,0,0,0,0,0,0,0,0,0,0,0,35
2335,D,Luiz Felipe,6,0,0,0,0,0,0,0,0,0,0,0,35
333,C,Cataldi,5,0,0,0,0,0,0,0,0,0,0,0,35
335,C,Felipe Anderson,5.5,0,0,0,0,0,0,0,0,0,0,0,35
632,C,Zaccagni,6.5,0,0,0,0,0,0,1,0,0,0,0,35
645,C,Milinkovic-Savic,7.5,1,0,0,0,0,0,0,0,0,0,0,35
2085,C,Luis Alberto,7,0,0,0,0,0,0,0,0,1,0,0,35
2209,C,Lucas Leiva,6,0,0,0,0,0,0,0,0,0,0,0,35
5510,C,Romero L.,6,0,0,0,0,0,0,0,0,0,0,0,35
5674,C,Basic,5,0,0,0,0,0,0,0,0,0,0,0,35
785,A,Immobile,7,0,0,0,0,1,0,0,0,0,0,0,35
688,ALL,Sarri,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4312,P,Maignan,6.5,0,0,0,0,0,0,0,0,0,0,0,35
357,D,Calabria,6,0,0,0,0,0,0,0,0,0,0,0,35
4292,D,Hernandez T.,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4751,D,Tomori,7,0,0,0,0,0,0,0,0,0,0,0,35
4976,D,Kalulu,6.5,0,0,0,0,0,0,0,0,0,0,0,35
148,C,Krunic,6.5,0,0,0,0,0,0,0,0,0,0,0,35
1850,C,Kessie',6,0,0,0,0,0,0,0,0,0,0,0,35
2818,C,Bennacer,6,0,0,0,0,0,0,1,0,0,0,0,35
4449,C,Tonali,6,0,0,0,0,0,0,0,0,0,0,0,35
4825,C,Diaz B.,6,0,0,0,0,0,0,0,0,0,0,0,35
4970,C,Messias,5.5,0,0,0,0,0,0,0,0,0,0,0,35
186,A,Rebic,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2530,A,Ibrahimovic,6,0,0,0,0,0,0,0,0,0,0,0,35
4200,A,Giroud,5,0,0,0,0,0,0,0,0,0,0,0,35
4510,A,Rafael Leao,7,1,0,0,0,0,0,0,0,0,0,0,35
676,ALL,Pioli,7,0,0,0,0,0,0,0,0,0,0,0,35
2468,P,Ospina,6,0,1,0,0,0,0,0,0,0,0,0,35
142,D,Mario Rui,6.5,0,0,0,0,0,0,0,0,0,0,0,35
390,D,Ghoulam,6,0,0,0,0,0,0,0,0,0,0,0,35
392,D,Koulibaly,7,1,0,0,0,0,0,0,0,0,0,0,35
2816,D,Di Lorenzo,7,0,0,0,0,0,0,0,0,0,0,0,35
4409,D,Rrahmani,7,1,0,0,0,0,0,0,0,0,0,0,35
5527,D,Zanoli,6,0,0,0,0,0,0,0,0,0,0,0,35
2775,C,Ruiz,6.5,0,0,0,0,0,0,0,0,1,0,0,35
4220,C,Zambo Anguissa,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,0,0,35
4725,C,Demme,6,0,0,0,0,0,0,0,0,0,0,0,35
409,A,Insigne,7,0,0,0,0,0,0,0,0,2,0,0,35
410,A,Mertens,8,2,0,0,0,0,0,0,0,0,0,0,35
536,A,Politano,6,0,0,0,0,0,0,0,0,0,0,0,35
4517,A,Lozano,7,1,0,0,0,0,0,0,0,0,0,0,35
4661,A,Osimhen,7.5,1,0,0,0,0,0,0,0,1,0,0,35
782,ALL,Spalletti,7.5,0,0,0,0,0,0,0,0,0,0,0,35
4270,P,Rui Patricio,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2180,D,Karsdorp,6,0,0,0,0,0,0,0,0,0,0,0,35
2296,D,Mancini,6,0,0,0,0,0,0,0,0,0,0,0,35
4185,D,Maitland-Niles,6,0,0,0,0,0,0,0,0,0,0,0,35
4331,D,Ibanez,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4495,D,Kumbulla,6,0,0,0,0,0,0,0,0,0,0,0,35
530,C,Pellegrini Lo.,6,0,0,0,0,0,0,0,0,0,0,0,35
779,C,Cristante,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2215,C,Veretout,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2766,C,Zaniolo,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5422,C,Zalewski,6,0,0,0,0,0,0,0,0,0,0,0,35
795,A,El Shaarawy,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2544,A,Abraham,6,0,0,0,0,0,0,0,0,0,0,0,35
4884,A,Carles Perez,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5311,A,Shomurodov,6,0,0,0,0,0,0,0,0,0,0,0,35
5728,A,Afena-Gyan,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5190,ALL,Mourinho,5.5,0,0,0,0,0,0,0,0,0,0,0,35
159,P,Sepe,6,0,1,0,0,0,0,0,0,0,0,0,35
73,D,Gagliolo,6,0,0,0,0,0,0,0,0,0,0,0,35
660,D,Gyomber,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2016,D,Fazio,6,0,0,0,0,0,0,0,0,0,0,0,35
4433,D,Zortea,6,0,0,0,0,0,0,0,0,0,0,0,35
5354,D,Ruggeri,6,0,0,0,0,0,0,0,0,0,0,0,35
5365,D,Dragusin,5,0,0,0,0,0,0,0,0,0,0,0,35
5481,D,Mazzocchi,6.5,0,0,0,0,0,0,0,0,0,0,0,35
376,C,Verdi,6.5,0,0,0,0,0,0,1,0,0,0,0,35
2117,C,Kastanos,6,0,0,0,0,0,0,0,0,0,0,0,35
5504,C,Coulibaly L.,7,0,0,0,0,0,0,0,0,0,0,0,35
5792,C,Ederson D.s.,7.5,1,0,0,0,0,0,0,0,0,0,0,35
5798,C,Bohinen,6.5,0,0,0,0,0,0,0,0,0,0,0,35
505,A,Bonazzoli,6,0,0,0,0,0,0,0,0,0,0,0,35
5471,A,Djuric,6.5,0,0,0,0,0,0,1,0,1,0,0,35
5801,A,Mousset,6,0,0,0,0,0,0,0,0,0,0,0,35
1911,ALL,Nicola,6.5,0,0,0,0,0,0,0,0,0,0,0,35
761,P,Audero,7,0,0,1,0,0,0,1,0,0,0,0,35
11,D,Conti,6,0,0,0,0,0,0,0,0,0,0,0,35
45,D,Ferrari A.,5.5,0,0,0,0,0,0,1,0,0,0,0,35
2104,D,Bereszynski,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2784,D,Colley,6.5,0,0,0,0,0,0,0,0,0,0,0,35
4421,D,Augello,6.5,0,0,0,0,0,0,0,0,1,0,0,35
332,C,Candreva,6,0,0,0,0,0,0,1,0,0,0,0,35
1978,C,Sensi,6,0,0,0,0,0,0,0,0,0,0,0,35
2391,C,Ekdal,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2855,C,Vieira,6,0,0,0,0,0,0,0,0,0,0,0,35
4404,C,Thorsby,6,0,0,0,0,0,0,0,0,0,0,0,35
5788,C,Sabiri,7.5,1,0,0,0,0,0,0,0,0,0,0,35
568,A,Quagliarella,6,0,0,0,0,0,0,0,0,0,0,0,35
2819,A,Caputo,5.5,0,0,0,0,0,0,0,0,0,0,0,35
681,ALL,Giampaolo,7,0,0,0,0,0,0,0,0,0,0,0,35
509,P,Consigli,5.5,0,6,0,0,0,0,0,0,0,0,0,35
640,D,Chiriches,4,0,0,0,0,0,0,0,0,0,0,0,35
1895,D,Ferrari G.,4.5,0,0,0,0,0,0,0,0,0,0,0,35
2318,D,Rogerio,5,0,0,0,0,0,0,0,0,0,0,0,35
4521,D,Muldur,5,0,0,0,0,0,0,0,0,0,0,0,35
4979,D,Ayhan,5,0,0,0,0,0,0,0,0,0,0,0,35
528,C,Magnanelli,5.5,0,0,0,0,0,0,0,0,0,0,0,35
1995,C,Djuricic,5,0,0,0,0,0,0,0,0,0,0,0,35
2848,C,Frattesi,5,0,0,0,0,0,0,1,0,0,0,0,35
4681,C,Lopez M.,5.5,1,0,0,0,0,0,1,0,0,0,0,35
5511,C,Matheus Henrique,5.5,0,0,0,0,0,0,0,0,0,0,0,35
531,A,Berardi,5.5,0,0,0,0,0,0,1,0,1,0,0,35
643,A,Defrel,5.5,0,0,0,0,0,0,0,0,0,0,0,35
2137,A,Scamacca,5,0,0,0,0,0,0,0,0,0,0,0,35
4371,A,Raspadori,5,0,0,0,0,0,0,0,0,0,0,0,35
5474,ALL,Dionisi,4.5,0,0,0,0,0,0,0,0,0,0,0,35
2814,P,Provedel,6.5,0,4,0,0,0,1,0,0,0,0,0,35
2312,D,Hristov,7,1,0,0,0,0,0,0,0,1,0,0,35
2739,D,Reca,5,0,0,0,0,0,0,0,0,0,0,0,35
4329,D,Nikolaou,4.5,0,0,0,0,0,0,0,0,0,0,0,35
5332,D,Bastoni S.,6,0,0,0,0,0,0,0,0,0,0,0,35
5475,D,Amian,6.5,1,0,0,0,0,0,1,0,0,0,0,35
5693,D,Kiwior,6,0,0,0,0,0,0,0,0,0,0,0,35
4515,C,Agudelo,7,1,0,0,0,0,0,0,0,0,0,0,35
4988,C,Maggiore,6,0,0,0,0,0,0,0,0,0,0,0,35
5397,C,Kovalenko,6,0,0,0,0,0,0,1,0,0,0,0,35
215,A,Verde,6.5,0,0,0,0,0,0,0,0,1,0,0,35
649,A,Manaj,6,0,0,0,0,0,0,1,0,0,0,0,35
4992,A,Gyasi,5.5,0,0,0,0,0,0,0,0,0,0,0,35
5673,A,Antiste,6,0,0,0,0,0,0,0,0,0,0,0,35
4861,ALL,Thiago Motta,5.5,0,0,0,0,0,0,0,0,0,0,0,35
316,P,Berisha,5,0,1,0,0,0,0,0,0,0,0,0,35
706,D,Ansaldi,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2169,D,Rodriguez R.,6.5,0,0,0,0,0,0,0,0,0,0,0,35
2724,D,Buongiorno,6,0,0,0,0,0,0,0,0,0,0,0,35
2869,D,Djidji,5.5,0,0,0,0,0,0,0,0,0,0,0,35
